,Age,Years of Experience,Bachelor,High_School,Master,PhD,Female,Male,Other,Salary
1736,39.0,11.0,0,0,1,0,1,0,0,160000.0
1737,32.0,6.0,1,0,0,0,0,1,0,110000.0
1738,50.0,17.0,0,0,0,1,0,1,0,195000.0
1739,27.0,3.0,1,0,0,0,0,1,0,85000.0
1740,46.0,14.0,0,0,0,1,0,1,0,180000.0
1741,25.0,1.0,1,0,0,0,1,0,0,55000.0
1742,43.0,13.0,0,0,0,1,0,1,0,185000.0
1743,35.0,8.0,1,0,0,0,0,1,0,140000.0
1744,29.0,3.0,0,0,1,0,1,0,0,90000.0
1745,40.0,12.0,0,0,0,1,1,0,0,160000.0
1746,35.0,8.0,1,0,0,0,0,1,0,145000.0
1747,41.0,13.0,0,0,0,1,0,1,0,185000.0
1748,30.0,5.0,0,0,1,0,0,1,0,105000.0
1749,33.0,6.0,1,0,0,0,0,1,0,110000.0
1750,55.0,18.0,0,0,0,1,0,1,0,210000.0
1751,26.0,1.0,0,0,1,0,1,0,0,55000.0
1752,47.0,16.0,0,0,0,1,0,1,0,190000.0
1753,44.0,11.0,0,0,0,1,1,0,0,165000.0
1754,30.0,5.0,0,0,1,0,0,1,0,105000.0
1755,39.0,11.0,0,0,1,0,1,0,0,160000.0
1756,32.0,6.0,1,0,0,0,0,1,0,110000.0
1757,50.0,17.0,0,0,0,1,0,1,0,195000.0
1758,27.0,3.0,1,0,0,0,0,1,0,85000.0
1759,46.0,14.0,0,0,0,1,0,1,0,180000.0
1760,25.0,1.0,1,0,0,0,1,0,0,55000.0
1761,43.0,13.0,0,0,0,1,0,1,0,185000.0
1762,35.0,8.0,1,0,0,0,0,1,0,140000.0
1763,29.0,3.0,0,0,1,0,1,0,0,90000.0
1764,40.0,12.0,0,0,0,1,1,0,0,160000.0
1765,35.0,8.0,1,0,0,0,0,1,0,145000.0
1766,41.0,13.0,0,0,0,1,0,1,0,185000.0
1767,30.0,5.0,0,0,1,0,0,1,0,105000.0
1768,33.0,6.0,1,0,0,0,0,1,0,110000.0
1769,55.0,18.0,0,0,0,1,0,1,0,210000.0
1770,31.0,6.0,1,0,0,0,0,1,0,115000.0
1771,42.0,13.0,0,0,1,0,1,0,0,170000.0
1772,27.0,3.0,1,0,0,0,1,0,0,80000.0
1773,51.0,19.0,0,0,0,1,0,1,0,200000.0
1774,34.0,7.0,0,0,1,0,1,0,0,130000.0
1775,38.0,11.0,1,0,0,0,0,1,0,155000.0
1776,29.0,5.0,1,0,0,0,0,1,0,105000.0
1777,43.0,14.0,0,0,0,1,1,0,0,190000.0
1778,36.0,8.0,0,0,1,0,0,1,0,140000.0
1779,48.0,16.0,0,0,0,1,0,1,0,185000.0
1780,35.0,8.0,1,0,0,0,1,0,0,145000.0
1781,30.0,4.0,0,0,1,0,1,0,0,90000.0
1782,50.0,18.0,0,0,0,1,0,1,0,195000.0
1783,29.0,4.0,1,0,0,0,0,1,0,95000.0
1784,41.0,13.0,0,0,1,0,0,1,0,170000.0
1785,33.0,6.0,1,0,0,0,1,0,0,115000.0
1786,45.0,16.0,0,0,0,1,0,1,0,185000.0
1787,28.0,2.0,1,0,0,0,1,0,0,65000.0
1788,39.0,12.0,0,0,1,0,1,0,0,160000.0
1789,30.0,5.0,1,0,0,0,0,1,0,100000.0
1790,46.0,15.0,0,0,0,1,0,1,0,180000.0
1791,25.0,1.0,1,0,0,0,1,0,0,55000.0
1792,42.0,14.0,0,0,0,1,0,1,0,190000.0
1793,31.0,6.0,1,0,0,0,0,1,0,115000.0
1794,49.0,17.0,0,0,0,1,1,0,0,195000.0
1795,36.0,9.0,0,0,1,0,0,1,0,150000.0
1796,33.0,6.0,1,0,0,0,1,0,0,115000.0
1797,45.0,16.0,0,0,0,1,0,1,0,185000.0
1798,28.0,2.0,1,0,0,0,1,0,0,65000.0
1799,39.0,12.0,0,0,1,0,1,0,0,160000.0
1800,30.0,5.0,1,0,0,0,0,1,0,100000.0
1801,46.0,15.0,0,0,0,1,0,1,0,180000.0
1802,25.0,1.0,1,0,0,0,1,0,0,55000.0
1803,42.0,14.0,0,0,0,1,0,1,0,190000.0
1804,31.0,6.0,1,0,0,0,0,1,0,115000.0
1805,49.0,17.0,0,0,0,1,1,0,0,195000.0
1806,36.0,9.0,0,0,1,0,0,1,0,150000.0
1807,33.0,6.0,1,0,0,0,1,0,0,115000.0
1808,45.0,16.0,0,0,0,1,0,1,0,185000.0
1809,28.0,2.0,1,0,0,0,1,0,0,65000.0
1810,39.0,12.0,0,0,1,0,1,0,0,160000.0
1811,30.0,5.0,1,0,0,0,0,1,0,100000.0
1812,46.0,15.0,0,0,0,1,0,1,0,180000.0
1813,25.0,1.0,1,0,0,0,1,0,0,55000.0
1814,42.0,14.0,0,0,0,1,0,1,0,190000.0
1815,31.0,6.0,1,0,0,0,0,1,0,115000.0
1816,49.0,17.0,0,0,0,1,1,0,0,195000.0
1817,36.0,9.0,0,0,1,0,0,1,0,150000.0
1818,33.0,6.0,1,0,0,0,1,0,0,115000.0
1819,45.0,16.0,0,0,0,1,0,1,0,185000.0
1820,28.0,2.0,1,0,0,0,1,0,0,65000.0
1821,39.0,12.0,0,0,1,0,1,0,0,160000.0
1822,30.0,5.0,1,0,0,0,0,1,0,100000.0
1823,46.0,15.0,0,0,0,1,0,1,0,180000.0
1824,25.0,1.0,1,0,0,0,1,0,0,55000.0
1825,42.0,14.0,0,0,0,1,0,1,0,190000.0
1826,31.0,6.0,1,0,0,0,0,1,0,115000.0
1827,49.0,17.0,0,0,0,1,1,0,0,195000.0
1828,36.0,9.0,0,0,1,0,0,1,0,150000.0
1829,33.0,6.0,1,0,0,0,1,0,0,115000.0
1830,45.0,16.0,0,0,0,1,0,1,0,185000.0
1831,28.0,2.0,1,0,0,0,1,0,0,65000.0
1832,39.0,12.0,0,0,1,0,1,0,0,160000.0
1833,30.0,5.0,1,0,0,0,0,1,0,100000.0
1834,46.0,15.0,0,0,0,1,0,1,0,180000.0
1835,25.0,1.0,1,0,0,0,1,0,0,55000.0
1836,42.0,14.0,0,0,0,1,0,1,0,190000.0
1837,31.0,6.0,1,0,0,0,0,1,0,115000.0
1838,49.0,17.0,0,0,0,1,1,0,0,195000.0
1839,36.0,9.0,0,0,1,0,0,1,0,150000.0
1840,33.0,6.0,1,0,0,0,1,0,0,115000.0
1841,45.0,16.0,0,0,0,1,0,1,0,185000.0
1842,28.0,2.0,1,0,0,0,1,0,0,65000.0
1843,39.0,12.0,0,0,1,0,1,0,0,160000.0
1844,30.0,5.0,1,0,0,0,0,1,0,100000.0
1845,46.0,15.0,0,0,0,1,0,1,0,180000.0
1846,25.0,1.0,1,0,0,0,1,0,0,55000.0
1847,42.0,14.0,0,0,0,1,0,1,0,190000.0
1848,31.0,6.0,1,0,0,0,0,1,0,115000.0
1849,49.0,17.0,0,0,0,1,1,0,0,195000.0
1850,36.0,9.0,0,0,1,0,0,1,0,150000.0
1851,33.0,6.0,1,0,0,0,1,0,0,115000.0
1852,45.0,16.0,0,0,0,1,0,1,0,185000.0
1853,28.0,2.0,1,0,0,0,1,0,0,65000.0
1854,39.0,12.0,0,0,1,0,1,0,0,160000.0
1855,30.0,5.0,1,0,0,0,0,1,0,100000.0
1856,46.0,15.0,0,0,0,1,0,1,0,180000.0
1857,25.0,1.0,1,0,0,0,1,0,0,55000.0
1858,42.0,14.0,0,0,0,1,0,1,0,190000.0
1859,31.0,6.0,1,0,0,0,0,1,0,115000.0
1860,49.0,17.0,0,0,0,1,1,0,0,195000.0
1861,36.0,9.0,0,0,1,0,0,1,0,150000.0
1862,33.0,6.0,1,0,0,0,1,0,0,115000.0
1863,45.0,16.0,0,0,0,1,0,1,0,185000.0
1864,28.0,2.0,1,0,0,0,1,0,0,65000.0
1865,39.0,12.0,0,0,1,0,1,0,0,160000.0
1866,30.0,5.0,1,0,0,0,0,1,0,100000.0
1867,46.0,15.0,0,0,0,1,0,1,0,180000.0
1868,25.0,1.0,1,0,0,0,1,0,0,55000.0
1869,42.0,14.0,0,0,0,1,0,1,0,190000.0
1870,31.0,6.0,1,0,0,0,0,1,0,115000.0
1871,49.0,17.0,0,0,0,1,1,0,0,195000.0
1872,36.0,9.0,0,0,1,0,0,1,0,150000.0
1873,33.0,6.0,1,0,0,0,1,0,0,115000.0
1874,45.0,16.0,0,0,0,1,0,1,0,185000.0
1875,28.0,2.0,1,0,0,0,1,0,0,65000.0
1876,39.0,12.0,0,0,1,0,1,0,0,160000.0
1877,30.0,5.0,1,0,0,0,0,1,0,100000.0
1878,46.0,15.0,0,0,0,1,0,1,0,180000.0
1879,25.0,1.0,1,0,0,0,1,0,0,55000.0
1880,42.0,14.0,0,0,0,1,0,1,0,190000.0
1881,31.0,6.0,1,0,0,0,0,1,0,115000.0
1882,49.0,17.0,0,0,0,1,1,0,0,195000.0
1883,36.0,9.0,0,0,1,0,0,1,0,150000.0
1884,33.0,6.0,1,0,0,0,1,0,0,115000.0
1885,45.0,16.0,0,0,0,1,0,1,0,185000.0
1886,28.0,2.0,1,0,0,0,1,0,0,65000.0
1887,39.0,12.0,0,0,1,0,1,0,0,160000.0
1888,30.0,5.0,1,0,0,0,0,1,0,100000.0
1889,46.0,15.0,0,0,0,1,0,1,0,180000.0
1890,25.0,1.0,1,0,0,0,1,0,0,550.0
1891,29.0,4.0,1,0,0,0,0,1,0,90000.0
1892,40.0,12.0,0,0,1,0,1,0,0,160000.0
1893,27.0,3.0,1,0,0,0,1,0,0,80000.0
1894,50.0,18.0,0,0,0,1,0,1,0,195000.0
1895,33.0,6.0,0,0,1,0,1,0,0,115000.0
1896,37.0,10.0,1,0,0,0,0,1,0,150000.0
1897,28.0,2.0,1,0,0,0,0,1,0,65000.0
1898,44.0,14.0,0,0,0,1,1,0,0,190000.0
1899,35.0,8.0,0,0,1,0,0,1,0,140000.0
1900,47.0,16.0,0,0,0,1,0,1,0,185000.0
1901,34.0,7.0,1,0,0,0,1,0,0,130000.0
1902,31.0,5.0,0,0,1,0,1,0,0,105000.0
1903,51.0,19.0,0,0,0,1,0,1,0,200000.0
1904,30.0,5.0,1,0,0,0,0,1,0,100000.0
1905,42.0,13.0,0,0,1,0,0,1,0,170000.0
1906,33.0,6.0,1,0,0,0,1,0,0,115000.0
1907,45.0,16.0,0,0,0,1,0,1,0,185000.0
1908,29.0,4.0,1,0,0,0,1,0,0,90000.0
1909,39.0,12.0,0,0,1,0,1,0,0,160000.0
1910,27.0,3.0,1,0,0,0,0,1,0,80000.0
1911,49.0,17.0,0,0,0,1,0,1,0,195000.0
1912,32.0,6.0,0,0,1,0,1,0,0,115000.0
1913,36.0,8.0,1,0,0,0,0,1,0,135000.0
1914,27.0,2.0,1,0,0,0,0,1,0,65000.0
1915,43.0,14.0,0,0,0,1,1,0,0,190000.0
1916,34.0,8.0,0,0,1,0,0,1,0,140000.0
1917,46.0,16.0,0,0,0,1,0,1,0,185000.0
1918,33.0,7.0,1,0,0,0,1,0,0,130000.0
1919,30.0,5.0,0,0,1,0,1,0,0,105000.0
1920,50.0,19.0,0,0,0,1,0,1,0,200000.0
1921,30.0,5.0,1,0,0,0,0,1,0,100000.0
1922,42.0,13.0,0,0,1,0,0,1,0,170000.0
1923,33.0,6.0,1,0,0,0,1,0,0,115000.0
1924,45.0,16.0,0,0,0,1,0,1,0,185000.0
1925,29.0,4.0,1,0,0,0,1,0,0,90000.0
1926,39.0,12.0,0,0,1,0,1,0,0,160000.0
1927,27.0,3.0,1,0,0,0,0,1,0,80000.0
1928,49.0,17.0,0,0,0,1,0,1,0,195000.0
1929,32.0,6.0,0,0,1,0,1,0,0,115000.0
1930,36.0,8.0,1,0,0,0,0,1,0,135000.0
1931,27.0,2.0,1,0,0,0,0,1,0,65000.0
1932,43.0,14.0,0,0,0,1,1,0,0,190000.0
1933,34.0,8.0,0,0,1,0,0,1,0,140000.0
1934,46.0,16.0,0,0,0,1,0,1,0,185000.0
1935,33.0,7.0,1,0,0,0,1,0,0,130000.0
1936,30.0,5.0,0,0,1,0,1,0,0,105000.0
1937,50.0,19.0,0,0,0,1,0,1,0,200000.0
1938,30.0,5.0,1,0,0,0,0,1,0,100000.0
1939,42.0,13.0,0,0,1,0,0,1,0,170000.0
1940,33.0,6.0,1,0,0,0,1,0,0,115000.0
1941,45.0,16.0,0,0,0,1,0,1,0,185000.0
1942,29.0,4.0,1,0,0,0,1,0,0,90000.0
1943,39.0,12.0,0,0,1,0,1,0,0,160000.0
1944,27.0,3.0,1,0,0,0,0,1,0,80000.0
1945,49.0,17.0,0,0,0,1,0,1,0,195000.0
1946,32.0,6.0,0,0,1,0,1,0,0,115000.0
1947,36.0,8.0,1,0,0,0,0,1,0,135000.0
1948,27.0,2.0,1,0,0,0,0,1,0,65000.0
1949,43.0,14.0,0,0,0,1,1,0,0,190000.0
1950,34.0,8.0,0,0,1,0,0,1,0,140000.0
1951,46.0,16.0,0,0,0,1,0,1,0,185000.0
1952,33.0,7.0,1,0,0,0,1,0,0,130000.0
1953,30.0,5.0,0,0,1,0,1,0,0,105000.0
1954,50.0,19.0,0,0,0,1,0,1,0,200000.0
1955,30.0,5.0,1,0,0,0,0,1,0,100000.0
1956,42.0,13.0,0,0,1,0,0,1,0,170000.0
1957,33.0,6.0,1,0,0,0,1,0,0,115000.0
1958,45.0,16.0,0,0,0,1,0,1,0,185000.0
1959,29.0,4.0,1,0,0,0,1,0,0,90000.0
1960,39.0,12.0,0,0,1,0,1,0,0,160000.0
1961,27.0,3.0,1,0,0,0,0,1,0,80000.0
1962,49.0,17.0,0,0,0,1,0,1,0,195000.0
1963,32.0,6.0,0,0,1,0,1,0,0,115000.0
1964,36.0,8.0,1,0,0,0,0,1,0,135000.0
1965,27.0,2.0,1,0,0,0,0,1,0,65000.0
1966,43.0,14.0,0,0,0,1,1,0,0,190000.0
1967,34.0,8.0,0,0,1,0,0,1,0,140000.0
1968,46.0,16.0,0,0,0,1,0,1,0,185000.0
1969,33.0,7.0,1,0,0,0,1,0,0,130000.0
1970,30.0,5.0,0,0,1,0,1,0,0,105000.0
1971,50.0,19.0,0,0,0,1,0,1,0,200000.0
1972,30.0,5.0,1,0,0,0,0,1,0,100000.0
1973,42.0,13.0,0,0,1,0,0,1,0,170000.0
1974,33.0,6.0,1,0,0,0,1,0,0,115000.0
1975,45.0,16.0,0,0,0,1,0,1,0,185000.0
1976,29.0,4.0,1,0,0,0,1,0,0,90000.0
1977,39.0,12.0,0,0,1,0,1,0,0,160000.0
1978,27.0,3.0,1,0,0,0,0,1,0,80000.0
1979,49.0,17.0,0,0,0,1,0,1,0,195000.0
1980,32.0,6.0,0,0,1,0,1,0,0,115000.0
1981,36.0,8.0,1,0,0,0,0,1,0,135000.0
1982,27.0,2.0,1,0,0,0,0,1,0,65000.0
1983,43.0,14.0,0,0,0,1,1,0,0,190000.0
1984,34.0,8.0,0,0,1,0,0,1,0,140000.0
1985,46.0,16.0,0,0,0,1,0,1,0,185000.0
1986,33.0,7.0,1,0,0,0,1,0,0,130000.0
1987,30.0,5.0,0,0,1,0,1,0,0,105000.0
1988,50.0,19.0,0,0,0,1,0,1,0,200000.0
1989,30.0,5.0,1,0,0,0,0,1,0,100000.0
1990,42.0,13.0,0,0,1,0,0,1,0,170000.0
1991,33.0,6.0,1,0,0,0,1,0,0,115000.0
1992,45.0,16.0,0,0,0,1,0,1,0,185000.0
1993,29.0,4.0,1,0,0,0,1,0,0,90000.0
1994,39.0,12.0,0,0,1,0,1,0,0,160000.0
1995,27.0,3.0,1,0,0,0,0,1,0,80000.0
1996,49.0,17.0,0,0,0,1,0,1,0,195000.0
1997,32.0,6.0,0,0,1,0,1,0,0,115000.0
1998,36.0,8.0,1,0,0,0,0,1,0,135000.0
1999,27.0,2.0,1,0,0,0,0,1,0,65000.0
2000,43.0,14.0,0,0,0,1,1,0,0,190000.0
2001,34.0,8.0,0,0,1,0,0,1,0,140000.0
2002,46.0,16.0,0,0,0,1,0,1,0,185000.0
2003,33.0,7.0,1,0,0,0,1,0,0,130000.0
2004,30.0,5.0,0,0,1,0,1,0,0,105000.0
2005,50.0,19.0,0,0,0,1,0,1,0,200000.0
2006,30.0,5.0,1,0,0,0,0,1,0,100000.0
2007,42.0,13.0,0,0,1,0,0,1,0,170000.0
2008,33.0,6.0,1,0,0,0,1,0,0,115000.0
2009,45.0,16.0,0,0,0,1,0,1,0,185000.0
2010,29.0,4.0,1,0,0,0,1,0,0,90000.0
2011,27.0,7.0,0,0,0,0,0,1,0,100000.0
2012,31.0,6.0,1,0,0,0,1,0,0,110000.0
2013,37.0,10.0,0,0,1,0,0,1,0,150000.0
2014,27.0,3.0,1,0,0,0,0,1,0,80000.0
2015,50.0,18.0,0,0,0,1,0,1,0,195000.0
2016,32.0,6.0,0,0,1,0,1,0,0,115000.0
2017,36.0,8.0,1,0,0,0,0,1,0,135000.0
2018,27.0,2.0,1,0,0,0,0,1,0,65000.0
2019,43.0,14.0,0,0,0,1,1,0,0,190000.0
2020,34.0,8.0,0,0,1,0,0,1,0,140000.0
2021,46.0,16.0,0,0,0,1,0,1,0,185000.0
2022,33.0,7.0,1,0,0,0,1,0,0,130000.0
2023,30.0,5.0,0,0,1,0,1,0,0,105000.0
2024,50.0,19.0,0,0,0,1,0,1,0,200000.0
2025,30.0,5.0,1,0,0,0,0,1,0,100000.0
2026,42.0,13.0,0,0,1,0,0,1,0,170000.0
2027,33.0,6.0,1,0,0,0,1,0,0,115000.0
2028,45.0,16.0,0,0,0,1,0,1,0,185000.0
2029,29.0,4.0,1,0,0,0,1,0,0,90000.0
2030,39.0,12.0,0,0,1,0,1,0,0,160000.0
2031,27.0,3.0,1,0,0,0,0,1,0,80000.0
2032,49.0,17.0,0,0,0,1,0,1,0,195000.0
2033,32.0,6.0,0,0,1,0,1,0,0,115000.0
2034,36.0,8.0,1,0,0,0,0,1,0,135000.0
2035,27.0,2.0,1,0,0,0,0,1,0,65000.0
2036,43.0,14.0,0,0,0,1,1,0,0,190000.0
2037,34.0,8.0,0,0,1,0,0,1,0,140000.0
2038,46.0,16.0,0,0,0,1,0,1,0,185000.0
2039,33.0,7.0,1,0,0,0,1,0,0,130000.0
2040,30.0,5.0,0,0,1,0,1,0,0,105000.0
2041,50.0,19.0,0,0,0,1,0,1,0,200000.0
2042,30.0,5.0,1,0,0,0,0,1,0,100000.0
2043,42.0,13.0,0,0,1,0,0,1,0,170000.0
2044,33.0,6.0,1,0,0,0,1,0,0,115000.0
2045,45.0,16.0,0,0,0,1,0,1,0,185000.0
2046,29.0,4.0,1,0,0,0,1,0,0,90000.0
2047,39.0,12.0,0,0,1,0,1,0,0,160000.0
2048,27.0,3.0,1,0,0,0,0,1,0,80000.0
2049,49.0,17.0,0,0,0,1,0,1,0,195000.0
2050,32.0,6.0,0,0,1,0,1,0,0,115000.0
2051,36.0,8.0,1,0,0,0,0,1,0,135000.0
2052,27.0,2.0,1,0,0,0,0,1,0,65000.0
2053,43.0,14.0,0,0,0,1,1,0,0,190000.0
2054,34.0,8.0,0,0,1,0,0,1,0,140000.0
2055,46.0,16.0,0,0,0,1,0,1,0,185000.0
2056,33.0,7.0,1,0,0,0,1,0,0,130000.0
2057,30.0,5.0,0,0,1,0,1,0,0,105000.0
2058,50.0,19.0,0,0,0,1,0,1,0,200000.0
2059,30.0,5.0,1,0,0,0,0,1,0,100000.0
2060,42.0,13.0,0,0,1,0,0,1,0,170000.0
2061,33.0,6.0,1,0,0,0,1,0,0,115000.0
2062,45.0,16.0,0,0,0,1,0,1,0,185000.0
2063,29.0,4.0,1,0,0,0,1,0,0,90000.0
2064,39.0,12.0,0,0,1,0,1,0,0,160000.0
2065,27.0,3.0,1,0,0,0,0,1,0,80000.0
2066,49.0,17.0,0,0,0,1,0,1,0,195000.0
2067,32.0,6.0,0,0,1,0,1,0,0,115000.0
2068,36.0,8.0,1,0,0,0,0,1,0,135000.0
2069,27.0,2.0,1,0,0,0,0,1,0,65000.0
2070,43.0,14.0,0,0,0,1,1,0,0,190000.0
2071,34.0,8.0,0,0,1,0,0,1,0,140000.0
2072,46.0,16.0,0,0,0,1,0,1,0,185000.0
2073,33.0,7.0,1,0,0,0,1,0,0,130000.0
2074,30.0,5.0,0,0,1,0,1,0,0,105000.0
2075,50.0,19.0,0,0,0,1,0,1,0,200000.0
2076,30.0,5.0,1,0,0,0,0,1,0,100000.0
2077,42.0,13.0,0,0,1,0,0,1,0,170000.0
2078,33.0,6.0,1,0,0,0,1,0,0,115000.0
2079,45.0,16.0,0,0,0,1,0,1,0,185000.0
2080,29.0,4.0,1,0,0,0,1,0,0,90000.0
2081,39.0,12.0,0,0,1,0,1,0,0,160000.0
2082,27.0,3.0,1,0,0,0,0,1,0,80000.0
2083,49.0,17.0,0,0,0,1,0,1,0,195000.0
2084,32.0,6.0,0,0,1,0,1,0,0,115000.0
2085,36.0,8.0,1,0,0,0,0,1,0,135000.0
2086,27.0,2.0,1,0,0,0,0,1,0,65000.0
2087,43.0,14.0,0,0,0,1,1,0,0,190000.0
2088,34.0,8.0,0,0,1,0,0,1,0,140000.0
2089,46.0,16.0,0,0,0,1,0,1,0,185000.0
2090,33.0,7.0,1,0,0,0,1,0,0,130000.0
2091,30.0,5.0,0,0,1,0,1,0,0,105000.0
2092,50.0,19.0,0,0,0,1,0,1,0,200000.0
2093,30.0,5.0,1,0,0,0,0,1,0,100000.0
2094,42.0,13.0,0,0,1,0,0,1,0,170000.0
2095,33.0,6.0,1,0,0,0,1,0,0,115000.0
2096,45.0,16.0,0,0,0,1,0,1,0,185000.0
2097,29.0,4.0,1,0,0,0,1,0,0,90000.0
2098,39.0,12.0,0,0,1,0,1,0,0,160000.0
2099,27.0,3.0,1,0,0,0,0,1,0,80000.0
2100,49.0,17.0,0,0,0,1,0,1,0,195000.0
2101,32.0,6.0,0,0,1,0,1,0,0,115000.0
2102,36.0,8.0,1,0,0,0,0,1,0,135000.0
2103,27.0,2.0,1,0,0,0,0,1,0,65000.0
2104,43.0,14.0,0,0,0,1,1,0,0,190000.0
2105,34.0,8.0,0,0,1,0,0,1,0,140000.0
2106,46.0,16.0,0,0,0,1,0,1,0,185000.0
2107,33.0,7.0,1,0,0,0,1,0,0,130000.0
2108,30.0,5.0,0,0,1,0,1,0,0,105000.0
2109,50.0,19.0,0,0,0,1,0,1,0,200000.0
2110,30.0,5.0,1,0,0,0,0,1,0,100000.0
2111,42.0,13.0,0,0,1,0,0,1,0,170000.0
2112,33.0,6.0,1,0,0,0,1,0,0,115000.0
2113,45.0,16.0,0,0,0,1,0,1,0,185000.0
2114,29.0,4.0,1,0,0,0,1,0,0,90000.0
2115,39.0,12.0,0,0,1,0,1,0,0,160000.0
2116,27.0,3.0,1,0,0,0,0,1,0,80000.0
2117,49.0,17.0,0,0,0,1,0,1,0,195000.0
2118,32.0,6.0,0,0,1,0,1,0,0,115000.0
2119,36.0,8.0,1,0,0,0,0,1,0,135000.0
2120,27.0,2.0,1,0,0,0,0,1,0,65000.0
2121,43.0,14.0,0,0,0,1,1,0,0,190000.0
2122,34.0,8.0,0,0,1,0,0,1,0,140000.0
2123,46.0,16.0,0,0,0,1,0,1,0,185000.0
2124,33.0,7.0,1,0,0,0,1,0,0,130000.0
2125,30.0,5.0,0,0,1,0,1,0,0,105000.0
2126,50.0,19.0,0,0,0,1,0,1,0,200000.0
2127,30.0,5.0,1,0,0,0,0,1,0,100000.0
2128,42.0,13.0,0,0,1,0,0,1,0,170000.0
2129,33.0,6.0,1,0,0,0,1,0,0,115000.0
2130,45.0,16.0,0,0,0,1,0,1,0,185000.0
2131,29.0,4.0,1,0,0,0,1,0,0,90000.0
2132,31.0,8.0,0,0,1,0,0,1,0,130000.0
2133,27.0,3.0,1,0,0,0,0,1,0,80000.0
2134,43.0,15.0,0,0,0,1,0,1,0,180000.0
2135,35.0,8.0,0,0,1,0,1,0,0,140000.0
2136,42.0,12.0,1,0,0,0,0,1,0,160000.0
2137,28.0,2.0,1,0,0,0,1,0,0,55000.0
2138,44.0,16.0,0,0,0,1,1,0,0,190000.0
2139,32.0,7.0,0,0,1,0,0,1,0,120000.0
2140,48.0,18.0,0,0,0,1,0,1,0,200000.0
2141,30.0,5.0,1,0,0,0,1,0,0,100000.0
2142,34.0,9.0,0,0,1,0,0,1,0,150000.0
2143,37.0,11.0,1,0,0,0,1,0,0,170000.0
2144,26.0,2.0,1,0,0,0,0,1,0,65000.0
2145,49.0,19.0,0,0,0,1,1,0,0,210000.0
2146,29.0,4.0,1,0,0,0,0,1,0,90000.0
2147,41.0,14.0,0,0,1,0,0,1,0,180000.0
2148,31.0,6.0,1,0,0,0,1,0,0,110000.0
2149,37.0,10.0,0,0,1,0,0,1,0,150000.0
2150,27.0,3.0,1,0,0,0,0,1,0,80000.0
2151,50.0,18.0,0,0,0,1,0,1,0,195000.0
2152,32.0,6.0,0,0,1,0,1,0,0,115000.0
2153,36.0,8.0,1,0,0,0,0,1,0,135000.0
2154,27.0,2.0,1,0,0,0,0,1,0,65000.0
2155,43.0,14.0,0,0,0,1,1,0,0,190000.0
2156,34.0,8.0,0,0,1,0,0,1,0,140000.0
2157,46.0,16.0,0,0,0,1,0,1,0,185000.0
2158,33.0,7.0,1,0,0,0,1,0,0,130000.0
2159,30.0,5.0,0,0,1,0,1,0,0,105000.0
2160,50.0,19.0,0,0,0,1,0,1,0,200000.0
2161,30.0,5.0,1,0,0,0,0,1,0,100000.0
2162,42.0,13.0,0,0,1,0,0,1,0,170000.0
2163,33.0,6.0,1,0,0,0,1,0,0,115000.0
2164,45.0,16.0,0,0,0,1,0,1,0,185000.0
2165,29.0,4.0,1,0,0,0,1,0,0,90000.0
2166,39.0,12.0,0,0,1,0,1,0,0,160000.0
2167,27.0,3.0,1,0,0,0,0,1,0,80000.0
2168,49.0,17.0,0,0,0,1,0,1,0,195000.0
2169,32.0,6.0,0,0,1,0,1,0,0,115000.0
2170,36.0,8.0,1,0,0,0,0,1,0,135000.0
2171,27.0,2.0,1,0,0,0,0,1,0,65000.0
2172,43.0,14.0,0,0,0,1,1,0,0,190000.0
2173,34.0,8.0,0,0,1,0,0,1,0,140000.0
2174,46.0,16.0,0,0,0,1,0,1,0,185000.0
2175,33.0,7.0,1,0,0,0,1,0,0,130000.0
2176,30.0,5.0,0,0,1,0,1,0,0,105000.0
2177,50.0,19.0,0,0,0,1,0,1,0,200000.0
2178,30.0,5.0,1,0,0,0,0,1,0,100000.0
2179,42.0,13.0,0,0,1,0,0,1,0,170000.0
2180,33.0,6.0,1,0,0,0,1,0,0,115000.0
2181,45.0,16.0,0,0,0,1,0,1,0,185000.0
2182,29.0,4.0,1,0,0,0,1,0,0,90000.0
2183,39.0,12.0,0,0,1,0,1,0,0,160000.0
2184,27.0,3.0,1,0,0,0,0,1,0,80000.0
2185,49.0,17.0,0,0,0,1,0,1,0,195000.0
2186,32.0,6.0,0,0,1,0,1,0,0,115000.0
2187,36.0,8.0,1,0,0,0,0,1,0,135000.0
2188,27.0,2.0,1,0,0,0,0,1,0,65000.0
2189,43.0,14.0,0,0,0,1,1,0,0,190000.0
2190,34.0,8.0,0,0,1,0,0,1,0,140000.0
2191,46.0,16.0,0,0,0,1,1,0,0,185000.0
2192,33.0,7.0,1,0,0,0,0,1,0,130000.0
2193,30.0,5.0,0,0,1,0,0,1,0,105000.0
2194,50.0,20.0,0,0,0,1,0,1,0,210000.0
2195,31.0,6.0,1,0,0,0,0,1,0,95000.0
2196,39.0,11.0,0,0,1,0,1,0,0,170000.0
2197,27.0,2.0,1,0,0,0,0,1,0,65000.0
2198,44.0,16.0,0,0,0,1,1,0,0,190000.0
2199,32.0,7.0,0,0,1,0,0,1,0,120000.0
2200,48.0,19.0,0,0,0,1,0,1,0,200000.0
