,Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Salary
1022,1022,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1023,1023,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1024,1024,29.0,Female,Master,Data Scientist,6.0,150000.0
1025,1025,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1026,1026,33.0,Female,Master,Product Manager,11.0,195000.0
1027,1027,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1028,1028,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1029,1029,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1030,1030,30.0,Female,PhD,Data Scientist,7.0,170000.0
1031,1031,31.0,Male,Bachelor,Data Analyst,9.0,190000.0
1032,1032,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1033,1033,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1034,1034,29.0,Female,Master,Data Scientist,6.0,150000.0
1035,1035,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1036,1036,33.0,Female,Master,Product Manager,11.0,195000.0
1037,1037,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1038,1038,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1039,1039,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1040,1040,30.0,Female,PhD,Data Scientist,7.0,170000.0
1041,1041,31.0,Male,Bachelor,Data Analyst,9.0,190000.0
1042,1042,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1043,1043,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1044,1044,29.0,Female,Master,Data Scientist,6.0,150000.0
1045,1045,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1046,1046,33.0,Female,Master,Product Manager,11.0,195000.0
1047,1047,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1048,1048,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1049,1049,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1050,1050,30.0,Female,PhD,Data Scientist,7.0,170000.0
1051,1051,31.0,Male,Bachelor,Data Analyst,9.0,190000.0
1052,1052,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1053,1053,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1054,1054,29.0,Female,Master,Data Scientist,6.0,150000.0
1055,1055,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1056,1056,33.0,Female,Master,Product Manager,11.0,195000.0
1057,1057,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1058,1058,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1059,1059,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1060,1060,30.0,Female,PhD,Data Scientist,7.0,170000.0
1061,1061,31.0,Male,Bachelor,Data Analyst,9.0,190000.0
1062,1062,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1063,1063,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1064,1064,29.0,Female,Master,Data Scientist,6.0,150000.0
1065,1065,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1066,1066,33.0,Female,Master,Product Manager,11.0,195000.0
1067,1067,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1068,1068,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1069,1069,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1070,1070,30.0,Female,PhD,Data Scientist,7.0,170000.0
1071,1071,31.0,Male,Bachelor,Data Analyst,9.0,190000.0
1072,1072,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1073,1073,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1074,1074,29.0,Female,Master,Data Scientist,6.0,150000.0
1075,1075,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1076,1076,33.0,Female,Master,Product Manager,11.0,195000.0
1077,1077,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1078,1078,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1079,1079,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1080,1080,30.0,Female,PhD,Data Scientist,7.0,170000.0
1081,1081,31.0,Male,Bachelor,Data Analyst,9.0,190000.0
1082,1082,28.0,Female,Bachelor,Software Engineer,5.0,150000.0
1083,1083,26.0,Male,Bachelor,Data Analyst,3.0,120000.0
1084,1084,29.0,Female,Master,Data Scientist,6.0,150000.0
1085,1085,32.0,Male,Bachelor,Software Engineer,8.0,180000.0
1086,1086,33.0,Female,Master,Product Manager,11.0,195000.0
1087,1087,24.0,Male,Bachelor,Data Analyst,2.0,95000.0
1088,1088,27.0,Male,Bachelor,Software Engineer,4.0,160000.0
1089,1089,25.0,Female,Bachelor,Data Analyst,2.0,100000.0
1090,1090,30.0,Female,PhD,Data Scientist,7.0,170000.0
1091,1091,29.0,Male,Bachelor,Software Engineer,7.0,180000.0
1092,1092,27.0,Female,Bachelor,Data Analyst,5.0,120000.0
1093,1093,33.0,Male,Master,Data Scientist,10.0,195000.0
1094,1094,28.0,Male,Bachelor,Software Engineer,4.0,160000.0
1095,1095,26.0,Female,Bachelor,Data Analyst,3.0,100000.0
1096,1096,31.0,Male,Bachelor,Product Manager,8.0,190000.0
1097,1097,30.0,Male,Master,Software Engineer,6.0,170000.0
1098,1098,32.0,Female,Bachelor,Data Scientist,9.0,185000.0
1099,1099,29.0,Male,Bachelor,Data Analyst,7.0,130000.0
1100,1100,35.0,Female,Bachelor,Product Manager,12.0,190000.0
1101,1101,27.0,Male,Bachelor,Software Engineer,5.0,150000.0
1102,1102,28.0,Female,Master,Data Scientist,6.0,150000.0
1103,1103,37.0,Male,PhD,Product Manager,14.0,195000.0
1104,1104,26.0,Male,Bachelor,Data Analyst,3.0,110000.0
1105,1105,30.0,Female,Bachelor,Software Engineer,8.0,180000.0
1106,1106,31.0,Male,Master,Data Scientist,9.0,185000.0
1107,1107,29.0,Female,Bachelor,Data Analyst,7.0,130000.0
1108,1108,32.0,Male,Bachelor,Software Engineer,10.0,190000.0
1109,1109,28.0,Female,Master,Data Scientist,6.0,155000.0
1110,1110,34.0,Male,Bachelor,Software Engineer,12.0,195000.0
1111,1111,25.0,Female,Bachelor,Data Analyst,2.0,90000.0
1112,1112,30.0,Male,Bachelor,Product Manager,8.0,185000.0
1113,1113,29.0,Female,Bachelor,Data Analyst,6.0,120000.0
1114,1114,31.0,Male,Bachelor,Software Engineer,9.0,180000.0
1115,1115,26.0,Female,Bachelor,Data Analyst,3.0,100000.0
1116,1116,33.0,Male,Master,Data Scientist,10.0,195000.0
1117,1117,28.0,Male,Bachelor,Software Engineer,4.0,160000.0
1118,1118,27.0,Female,Bachelor,Data Analyst,5.0,125000.0
1119,1119,30.0,Male,Master,Software Engineer,6.0,170000.0
1120,1120,32.0,Female,Bachelor,Data Scientist,9.0,185000.0
1121,1121,29.0,Male,Bachelor,Data Analyst,7.0,130000.0
1122,1122,35.0,Female,Bachelor,Product Manager,12.0,190000.0
1123,1123,27.0,Male,Bachelor,Software Engineer,5.0,150000.0
1124,1124,28.0,Female,Master,Data Scientist,6.0,150000.0
1125,1125,37.0,Male,PhD,Product Manager,14.0,195000.0
1126,1126,26.0,Male,Bachelor,Data Analyst,3.0,110000.0
1127,1127,30.0,Female,Bachelor,Software Engineer,8.0,180000.0
1128,1128,31.0,Male,Master,Data Scientist,9.0,185000.0
1129,1129,29.0,Female,Bachelor,Data Analyst,7.0,130000.0
1130,1130,32.0,Male,Bachelor,Software Engineer,10.0,190000.0
1131,1131,28.0,Female,Master,Data Scientist,6.0,155000.0
1132,1132,34.0,Male,Bachelor,Software Engineer,12.0,195000.0
1133,1133,25.0,Female,Bachelor,Data Analyst,2.0,90000.0
1134,1134,30.0,Male,Bachelor,Product Manager,8.0,185000.0
1135,1135,29.0,Female,Bachelor,Data Analyst,6.0,120000.0
1136,1136,31.0,Male,Bachelor,Software Engineer,9.0,180000.0
1137,1137,26.0,Female,Bachelor,Data Analyst,3.0,100000.0
1138,1138,33.0,Male,Master,Data Scientist,10.0,195000.0
1139,1139,28.0,Male,Bachelor,Software Engineer,4.0,160000.0
1140,1140,27.0,Female,Bachelor,Data Analyst,5.0,125000.0
1141,1141,30.0,Male,Master,Software Engineer,6.0,170000.0
1142,1142,32.0,Female,Bachelor,Data Scientist,9.0,185000.0
1143,1143,29.0,Male,Bachelor,Data Analyst,7.0,130000.0
1144,1144,35.0,Female,Bachelor,Product Manager,12.0,190000.0
1145,1145,27.0,Male,Bachelor,Software Engineer,5.0,150000.0
1146,1146,28.0,Female,Master,Data Scientist,6.0,150000.0
1147,1147,37.0,Male,PhD,Product Manager,14.0,195000.0
1148,1148,26.0,Male,Bachelor,Data Analyst,3.0,110000.0
1149,1149,30.0,Female,Bachelor,Software Engineer,8.0,180000.0
1150,1150,31.0,Male,Master,Data Scientist,9.0,185000.0
1151,1151,29.0,Female,Bachelor,Data Analyst,7.0,130000.0
1152,1152,32.0,Male,Bachelor,Software Engineer,10.0,190000.0
1153,1153,28.0,Female,Master,Data Scientist,6.0,155000.0
1154,1154,34.0,Male,Bachelor,Software Engineer,12.0,195000.0
1155,1155,25.0,Female,Bachelor,Data Analyst,2.0,90000.0
1156,1156,30.0,Male,Bachelor,Product Manager,8.0,185000.0
1157,1157,29.0,Female,Bachelor,Data Analyst,6.0,120000.0
1158,1158,31.0,Male,Bachelor,Software Engineer,9.0,180000.0
1159,1159,26.0,Female,Bachelor,Data Analyst,3.0,100000.0
1160,1160,33.0,Male,Master,Data Scientist,10.0,195000.0
1161,1161,28.0,Male,Bachelor,Software Engineer,4.0,160000.0
1162,1162,27.0,Female,Bachelor,Data Analyst,5.0,125000.0
1163,1163,30.0,Male,Master,Software Engineer,6.0,170000.0
1164,1164,32.0,Female,Bachelor,Data Scientist,9.0,185000.0
1165,1165,29.0,Male,Bachelor,Data Analyst,7.0,130000.0
1166,1166,35.0,Female,Bachelor,Product Manager,12.0,190000.0
1167,1167,27.0,Male,Bachelor,Software Engineer,5.0,150000.0
1168,1168,28.0,Female,Master,Data Scientist,6.0,150000.0
1169,1169,37.0,Male,PhD,Product Manager,14.0,195000.0
1170,1170,26.0,Male,Bachelor,Data Analyst,3.0,110000.0
1171,1171,30.0,Female,Bachelor,Software Engineer,8.0,180000.0
1172,1172,31.0,Male,Master,Data Scientist,9.0,185000.0
1173,1173,29.0,Female,Bachelor,Data Analyst,7.0,130000.0
1174,1174,32.0,Male,Bachelor,Software Engineer,10.0,190000.0
1175,1175,28.0,Female,Master,Data Scientist,6.0,155000.0
1176,1176,34.0,Male,Bachelor,Software Engineer,12.0,195000.0
1177,1177,25.0,Female,Bachelor,Data Analyst,2.0,90000.0
1178,1178,30.0,Male,Bachelor,Product Manager,8.0,185000.0
1179,1179,29.0,Female,Bachelor,Data Analyst,6.0,120000.0
1180,1180,31.0,Male,Bachelor,Software Engineer,9.0,180000.0
1181,1181,26.0,Female,Bachelor,Data Analyst,3.0,100000.0
1182,1182,33.0,Male,Master,Data Scientist,10.0,195000.0
1183,1183,28.0,Male,Bachelor,Software Engineer,4.0,160000.0
1184,1184,27.0,Female,Bachelor,Data Analyst,5.0,125000.0
1185,1185,30.0,Male,Master,Software Engineer,6.0,170000.0
1186,1186,32.0,Female,Bachelor,Data Scientist,9.0,185000.0
1187,1187,29.0,Male,Bachelor,Data Analyst,7.0,130000.0
1188,1188,35.0,Female,Bachelor,Product Manager,12.0,190000.0
1189,1189,27.0,Male,Bachelor,Software Engineer,5.0,150000.0
1190,1190,28.0,Female,Master,Data Scientist,6.0,150000.0
1191,1191,37.0,Male,PhD,Product Manager,14.0,195000.0
1192,1192,26.0,Male,Bachelor,Data Analyst,3.0,110000.0
1193,1193,30.0,Female,Bachelor,Software Engineer,8.0,180000.0
1194,1194,31.0,Male,Master,Data Scientist,9.0,185000.0
1195,1195,29.0,Female,Bachelor,Data Analyst,7.0,130000.0
1196,1196,32.0,Male,Bachelor,Software Engineer,10.0,190000.0
1197,1197,28.0,Female,Master,Data Scientist,6.0,155000.0
1198,1198,34.0,Male,Bachelor,Software Engineer,12.0,195000.0
1199,1199,25.0,Female,Bachelor,Data Analyst,2.0,90000.0
1200,1200,30.0,Male,Bachelor,Product Manager,8.0,185000.0
1201,1201,28.0,Male,Bachelor,Senior Software Engineer,7.0,175000.0
1202,1202,44.0,Male,PhD,Software Engineer Manager,18.0,190000.0
1203,1203,33.0,Female,Master,Back end Developer,5.0,110000.0
1204,1204,50.0,Male,PhD,Senior Project Engineer,16.0,195000.0
1205,1205,27.0,Female,Master,Full Stack Engineer,3.0,100000.0
1206,1206,25.0,Male,Bachelor,Front end Developer,1.0,60000.0
1207,1207,35.0,Male,Master,Senior Software Engineer,8.0,155000.0
1208,1208,47.0,Female,PhD,Full Stack Engineer,12.0,175000.0
1209,1209,46.0,Female,Master,Senior Project Engineer,13.0,180000.0
1210,1210,32.0,Male,Bachelor,Back end Developer,4.0,95000.0
1211,1211,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1212,1212,41.0,Male,Master,Senior Software Engineer,11.0,165000.0
1213,1213,37.0,Male,Master,Senior Project Engineer,9.0,145000.0
1214,1214,53.0,Male,PhD,Software Engineer Manager,19.0,195000.0
1215,1215,30.0,Female,Bachelor,Front end Developer,2.0,75000.0
1216,1216,26.0,Female,Master,Back end Developer,3.0,90000.0
1217,1217,37.0,Female,Master,Senior Software Engineer,9.0,155000.0
1218,1218,32.0,Male,Bachelor,Full Stack Engineer,5.0,115000.0
1219,1219,44.0,Female,Master,Senior Software Engineer,12.0,170000.0
1220,1220,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
1221,1221,27.0,Male,Bachelor,Senior Project Engineer,4.0,115000.0
1222,1222,42.0,Male,PhD,Full Stack Engineer,14.0,180000.0
1223,1223,57.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1224,1224,35.0,Male,Master,Senior Software Engineer,7.0,140000.0
1225,1225,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
1226,1226,26.0,Female,Master,Back end Developer,2.0,70000.0
1227,1227,42.0,Female,Master,Senior Project Engineer,11.0,170000.0
1228,1228,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0
1229,1229,36.0,Female,Master,Full Stack Engineer,8.0,140000.0
1230,1230,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1231,1231,49.0,Male,PhD,Senior Project Engineer,15.0,185000.0
1232,1232,47.0,Male,PhD,Software Engineer Manager,15.0,180000.0
1233,1233,47.0,Male,PhD,Senior Software Engineer,14.0,175000.0
1234,1234,26.0,Male,Bachelor,Front end Developer,2.0,70000.0
1235,1235,24.0,Female,Bachelor,Back end Developer,1.0,60000.0
1236,1236,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1237,1237,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1238,1238,41.0,Female,Master,Senior Project Engineer,11.0,165000.0
1239,1239,23.0,Male,Bachelor,Full Stack Engineer,1.0,55000.0
1240,1240,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0
1241,1241,26.0,Female,Master,Back end Developer,3.0,90000.0
1242,1242,33.0,Female,Bachelor,Front end Developer,5.0,105000.0
1243,1243,31.0,Male,Master,Full Stack Engineer,6.0,130000.0
1244,1244,50.0,Female,PhD,Software Engineer Manager,16.0,185000.0
1245,1245,24.0,Female,Master,Back end Developer,1.0,60000.0
1246,1246,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1247,1247,24.0,Male,Bachelor,Front end Developer,1.0,60000.0
1248,1248,37.0,Male,Master,Senior Software Engineer,8.0,150000.0
1249,1249,43.0,Female,PhD,Senior Project Engineer,13.0,180000.0
1250,1250,44.0,Female,Master,Senior Software Engineer,12.0,170000.0
1251,1251,34.0,Male,Master,Back end Developer,6.0,125000.0
1252,1252,45.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1253,1253,29.0,Male,Bachelor,Full Stack Engineer,3.0,90000.0
1254,1254,29.0,Male,Bachelor,Front end Developer,3.0,80000.0
1255,1255,29.0,Female,Bachelor,Back end Developer,3.0,85000.0
1256,1256,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1257,1257,43.0,Female,Master,Software Engineer Manager,11.0,160000.0
1258,1258,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
1259,1259,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1260,1260,60.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1261,1261,54.0,Female,PhD,Software Engineer Manager,14.0,190000.0
1262,1262,27.0,Female,Master,Full Stack Engineer,3.0,95000.0
1263,1263,23.0,Male,Bachelor,Back end Developer,1.0,55000.0
1264,1264,45.0,Male,PhD,Senior Software Engineer,13.0,185000.0
1265,1265,32.0,Female,Master,Full Stack Engineer,5.0,120000.0
1266,1266,57.0,Male,PhD,Software Engineer Manager,16.0,195000.0
1267,1267,47.0,Male,PhD,Software Engineer Manager,14.0,175000.0
1268,1268,25.0,Female,Master,Back end Developer,2.0,75000.0
1269,1269,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
1270,1270,41.0,Female,Master,Senior Software Engineer,12.0,160000.0
1271,1271,41.0,Male,PhD,Software Engineer Manager,12.0,175000.0
1272,1272,26.0,Male,Bachelor,Front end Developer,2.0,70000.0
1273,1273,47.0,Male,PhD,Senior Software Engineer,15.0,180000.0
1274,1274,24.0,Female,Bachelor,Back end Developer,1.0,60000.0
1275,1275,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1276,1276,32.0,Male,Bachelor,Full Stack Engineer,5.0,120000.0
1277,1277,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1278,1278,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
1279,1279,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
1280,1280,53.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1281,1281,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
1282,1282,23.0,Male,Bachelor,Front end Developer,1.0,55000.0
1283,1283,33.0,Male,Master,Back end Developer,6.0,130000.0
1284,1284,42.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1285,1285,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
1286,1286,23.0,Male,Bachelor,Front end Developer,1.0,55000.0
1287,1287,37.0,Male,Master,Senior Software Engineer,9.0,145000.0
1288,1288,44.0,Female,Master,Senior Project Engineer,12.0,170000.0
1289,1289,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1290,1290,38.0,Female,Master,Back end Developer,10.0,155000.0
1291,1291,34.0,Male,Master,Full Stack Engineer,6.0,125000.0
1292,1292,46.0,Female,PhD,Software Engineer Manager,14.0,180000.0
1293,1293,30.0,Male,Bachelor,Back end Developer,4.0,95000.0
1294,1294,44.0,Female,Master,Senior Software Engineer,11.0,170000.0
1295,1295,27.0,Female,Master,Full Stack Engineer,3.0,100000.0
1296,1296,42.0,Male,PhD,Senior Project Engineer,14.0,175000.0
1297,1297,27.0,Male,Bachelor,Front end Developer,3.0,80000.0
1298,1298,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1299,1299,38.0,Male,Master,Senior Software Engineer,10.0,155000.0
1300,1300,31.0,Male,Master,Senior Project Engineer,6.0,125000.0
1301,1301,28.0,Female,Master,Full Stack Engineer,4.0,110000.0
1302,1302,30.0,Female,Master,Back end Developer,6.0,130000.0
1303,1303,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1304,1304,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1305,1305,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
1306,1306,37.0,Male,Master,Senior Software Engineer,9.0,150000.0
1307,1307,31.0,Male,Master,Senior Software Engineer,7.0,140000.0
1308,1308,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0
1309,1309,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1310,1310,23.0,Female,Bachelor,Back end Developer,1.0,55000.0
1311,1311,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1312,1312,32.0,Female,Master,Full Stack Engineer,5.0,120000.0
1313,1313,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0
1314,1314,32.0,Female,Master,Full Stack Engineer,6.0,130000.0
1315,1315,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
1316,1316,32.0,Male,Master,Back end Developer,6.0,130000.0
1317,1317,34.0,Male,Master,Full Stack Engineer,7.0,140000.0
1318,1318,28.0,Male,Bachelor,Front end Developer,2.0,70000.0
1319,1319,44.0,Male,Master,Senior Project Engineer,11.0,170000.0
1320,1320,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0
1321,1321,27.0,Male,Bachelor,Front end Developer,3.0,80000.0
1322,1322,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1323,1323,27.0,Female,Master,Back end Developer,2.0,70000.0
1324,1324,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
1325,1325,23.0,Female,Bachelor,Front end Developer,1.0,55000.0
1326,1326,36.0,Female,Master,Full Stack Engineer,8.0,140000.0
1327,1327,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
1328,1328,33.0,Male,Master,Back end Developer,6.0,130000.0
1329,1329,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
1330,1330,30.0,Male,Bachelor,Back end Developer,4.0,95000.0
1331,1331,28.0,Female,Bachelor,Front end Developer,2.0,70000.0
1332,1332,43.0,Male,Master,Senior Project Engineer,12.0,165000.0
1333,1333,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1334,1334,36.0,Male,Master,Senior Software Engineer,7.0,140000.0
1335,1335,24.0,Male,Bachelor,Front end Developer,1.0,60000.0
1336,1336,28.0,Female,Bachelor,Front end Developer,3.0,80000.0
1337,1337,37.0,Male,Master,Senior Software Engineer,9.0,150000.0
1338,1338,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0
1339,1339,26.0,Male,Bachelor,Front end Developer,2.0,70000.0
1340,1340,28.0,Female,Master,Back end Developer,3.0,90000.0
1341,1341,43.0,Male,PhD,Senior Software Engineer,12.0,170000.0
1342,1342,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1343,1343,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1344,1344,27.0,Female,Master,Back end Developer,2.0,70000.0
1345,1345,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1346,1346,44.0,Male,PhD,Senior Project Engineer,12.0,170000.0
1347,1347,27.0,Female,Master,Full Stack Engineer,3.0,100000.0
1348,1348,37.0,Male,Master,Senior Software Engineer,10.0,155000.0
1349,1349,44.0,Female,Master,Senior Project Engineer,12.0,170000.0
1350,1350,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1351,1351,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1352,1352,27.0,Male,Bachelor,Front end Developer,2.0,70000.0
1353,1353,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1354,1354,31.0,Male,Master,Full Stack Engineer,7.0,140000.0
1355,1355,25.0,Male,Bachelor,Front end Developer,1.0,60000.0
1356,1356,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1357,1357,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1358,1358,33.0,Male,Master,Full Stack Engineer,6.0,130000.0
1359,1359,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1360,1360,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
1361,1361,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1362,1362,32.0,Male,Master,Back end Developer,6.0,130000.0
1363,1363,24.0,Male,Bachelor,Front end Developer,1.0,60000.0
1364,1364,44.0,Female,Master,Senior Software Engineer,11.0,170000.0
1365,1365,36.0,Male,Master,Senior Software Engineer,7.0,140000.0
1366,1366,28.0,Female,Master,Full Stack Engineer,4.0,110000.0
1367,1367,28.0,Male,Bachelor,Front end Developer,2.0,70000.0
1368,1368,37.0,Male,Master,Senior Software Engineer,9.0,145000.0
1369,1369,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1370,1370,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
1371,1371,27.0,Male,Bachelor,Front end Developer,3.0,80000.0
1372,1372,30.0,Male,Bachelor,Back end Developer,4.0,95000.0
1373,1373,27.0,Female,Master,Full Stack Engineer,3.0,100000.0
1374,1374,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1375,1375,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1376,1376,38.0,Male,Master,Senior Software Engineer,10.0,155000.0
1377,1377,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1378,1378,31.0,Male,Master,Senior Project Engineer,6.0,125000.0
1379,1379,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1380,1380,31.0,Male,Master,Senior Software Engineer,7.0,140000.0
1381,1381,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1382,1382,44.0,Male,Master,Senior Project Engineer,11.0,170000.0
1383,1383,37.0,Male,Master,Senior Software Engineer,9.0,150000.0
1384,1384,24.0,Female,Bachelor,Back end Developer,1.0,60000.0
1385,1385,27.0,Male,Bachelor,Front end Developer,2.0,70000.0
1386,1386,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1387,1387,24.0,Female,Bachelor,Front end Developer,1.0,55000.0
1388,1388,28.0,Female,Bachelor,Front end Developer,3.0,80000.0
1389,1389,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1390,1390,31.0,Male,Master,Full Stack Engineer,7.0,140000.0
1391,1391,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
1392,1392,27.0,Female,Master,Back end Developer,2.0,70000.0
1393,1393,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1394,1394,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1395,1395,30.0,Female,Master,Back end Developer,6.0,130000.0
1396,1396,28.0,Female,Master,Full Stack Engineer,4.0,110000.0
1397,1397,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1398,1398,37.0,Male,Master,Senior Software Engineer,9.0,145000.0
1399,1399,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1400,1400,43.0,Male,PhD,Senior Project Engineer,12.0,165000.0
1401,1401,31.0,Male,Master,Senior Software Engineer,7.0,140000.0
1402,1402,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1403,1403,37.0,Male,Master,Senior Software Engineer,10.0,155000.0
1404,1404,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1405,1405,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1406,1406,33.0,Male,Master,Back end Developer,6.0,130000.0
1407,1407,29.0,Female,Bachelor,Front end Developer,3.0,85000.0
1408,1408,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0
1409,1409,36.0,Male,Master,Full Stack Engineer,8.0,140000.0
1410,1410,26.0,Male,Bachelor,Back end Developer,2.0,65000.0
1411,1411,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1412,1412,32.0,Male,Master,Full Stack Engineer,6.0,120000.0
1413,1413,29.0,Male,Bachelor,Front end Developer,3.0,80000.0
1414,1414,28.0,Female,Master,Back end Developer,3.0,90000.0
1415,1415,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1416,1416,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0
1417,1417,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1418,1418,28.0,Female,Master,Full Stack Engineer,4.0,110000.0
1419,1419,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1420,1420,27.0,Female,Master,Back end Developer,2.0,65000.0
1421,1421,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
1422,1422,23.0,Female,Bachelor,Front end Developer,1.0,55000.0
1423,1423,36.0,Male,Master,Full Stack Engineer,7.0,130000.0
